ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/bidOpening/date,tender/milestones/type,tender/milestones/title,tender/milestones/dueDate,tender/awardedAmount,tender/documents/id,buyer/name,Fiscal Year
ocds-f5kvwu-2023_PWD_34395_134,tender,tender,1,2024-11-28,2023_PWD_34395_134,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_138 Construction of road from (i) 2nd Km of Kashiabari to Jambuguri PWD Road to Sindri via Gaditola Village from Ch. 0.00 m to Ch. 2015.00 m (Length- 2.015 Km), (ii) Gakulkata II to Simaltapu via Gakulkata Block under RIDF XXIX of NAB",Works,Open Tender,Item Rate,Civil Works,,No,No,"4,43,09,000",11-Dec-2023 04:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"44,308,900",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_136,tender,tender,1,2024-11-28,2023_PWD_34395_136,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_140 Construction of road from Diajhijari to Bhumki Part I Village under Kokrajhar Development Block (From Ch. 0.00M to 3365.00M) under RIDF- XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,47,56,000",11-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"24,746,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_138,tender,tender,1,2024-11-28,2023_PWD_34395_138,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_142 Construction of road from West Dobinjhora to Thaigirguri via Dwimuguri Road from CH 0.00Km to Ch 3.10Km (Length 3.10Km) under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"3,02,95,100",11-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"30,295,100",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_14,tender,tender,1,2024-11-28,2023_PWD_34395_14,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_73 Construction of Road from (i) Kuribil Sariali Kalimandir to Kuribil village, (ii) Santi Bazar tiniali Chowk to Baghbor Basti tiniali via Sonperabari under RIDF XXIX of NABARD for the year 2023-24.",Works,Open Tender,Item Rate,Civil Works,,No,No,"4,02,65,000",06-Dec-2023 05:00 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"36,238,500",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_140,tender,tender,1,2024-11-28,2023_PWD_34395_140,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_144 Construction of Road from Banugaon to Salbari Road from Ch. 0.00km to Ch. 3.90km (Length 3.90km) under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,80,25,160",11-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"27,925,158",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_142,tender,tender,1,2024-11-28,2023_PWD_34395_142,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_146 Construction of road from Islampur to Thaijouguri Road from Ch. 0.00 m to Ch. 2180.00 m (Length 2.180 Km) under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,77,98,000",11-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"17,040,495",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_146,tender,tender,1,2024-11-28,2023_PWD_34395_146,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_124 Construction of road from Batiamari Boro village to Kumarikata Junior College Road via Batiamari Mazid, Bahbari under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"1,99,96,000",11-Dec-2023 06:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"17,996,400",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_147,tender,tender,1,2024-11-28,2023_PWD_34395_147,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_125 Construction of road from Ramesh Das house via Chandi Rabha house via Bharat Rabha house to Tara Rabha house at Chowdhurikhat village, No.2 Jamguri under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"1,98,01,000",11-Dec-2023 06:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"17,820,900",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_15,tender,tender,1,2024-11-28,2023_PWD_34395_15,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_93 Construction of road from Papulajan Chariali to pithaguti Tiniali Via Mill dhor Tinali in the state of Assam under RIDF XXIX of NABARD for the year 2023-24.,Works,Open Tender,Item Rate,Civil Works,,No,No,"3,09,52,000",06-Dec-2023 05:00 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"30,950,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_16,tender,tender,1,2024-11-28,2023_PWD_34395_16,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_94 Construction of road from Tarani main Road to Berpali Boonson LP school Connecting Road in the state of Assam under RIDF XXIX of NABARD for the year 2023-24.,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,61,52,000",06-Dec-2023 05:00 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"16,151,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_17,tender,tender,1,2024-11-28,2023_PWD_34395_17,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_95 Construction of road from Shantijyoti Tiniali to Duarmara sighpoo gain raod in the state of Assam under RIDF XXIX of NABARD for the year 2023-24.,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,60,96,000",06-Dec-2023 05:00 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"16,096,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_18,tender,tender,1,2024-11-28,2023_PWD_34395_18,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_96 Construction of road from Wathoi Tinali to Dirak River Via Dumchi Hatigarh in the state of Assam under RIDF XXIX of NABARD for the year 2023-24.,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,68,87,000",06-Dec-2023 05:00 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"16,887,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_21,tender,tender,1,2024-11-28,2023_PWD_34395_21,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_103 Construction of road from Amlaiguri Chowk to Deghelipam via Lakhipathar under 62 No. Barama LAC from Ch. 0.00m to Ch. 2600.00m under RIDF XXIX of NABARD for the year 2023-24.,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,63,15,000",06-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"23,683,500",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_22,tender,tender,1,2024-11-28,2023_PWD_34395_22,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_104 Construction of road from Barkharua Chariali chowk to Baritari village via Puransripur Dewalay under 62 No. Barama LAC from Ch. 0.00m to Ch. 3400.00m under RIDF XXIX of NABARD for the year 2023-24.,Works,Open Tender,Item Rate,Civil Works,,No,No,"3,23,15,000",06-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"29,083,500",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_23,tender,tender,1,2024-11-28,2023_PWD_34395_23,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_07 CONSTRUCTION OF ROAD FROM WATHOI MEHENG TINIALI TO NAMSAI DEBESWAR CHETIA TINIALI UNDER RIDF XXIX OF NABARD FOR THE YEAR 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,88,44,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"18,844,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_25,tender,tender,1,2024-11-28,2023_PWD_34395_25,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_09 CONSTRUCTION OF ROAD FROM NO.2 ALUBARI KARNA TINIALI TO MARGHERITA PENGEREE ROAD IN THE STATE OF ASSAM UNDER RIDF XXIX OF NABARD FOR THE YEAR 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,43,92,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"21,952,800",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_26,tender,tender,1,2024-11-28,2023_PWD_34395_26,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_54 Construction of road from 16th km of PGJH to Kulamua via Namoni Jokaibua (Ch. 2600.00 m to Ch. 6500.00 m) under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"4,98,17,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"49,801,418",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_29,tender,tender,1,2024-11-28,2023_PWD_34395_29,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_64 Construction of Marami Centre to Telesunga via Barua Pather Road under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,06,26,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"20,625,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_34,tender,tender,1,2024-11-28,2023_PWD_34395_34,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_80 Construction of Khetri Hardia-Hardia Road under RIDF- XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,95,07,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"17,556,300",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_36,tender,tender,1,2024-11-28,2023_PWD_34395_36,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_97 Construction of Maj Longpotia Road (From Rongswal to Longpotia HS School) (From Ch. 0.00M to Ch. 2650.00M, L 2.65 Km) under RIDF XXIX of NABARD under PWRD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"2,25,21,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"22,520,992",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_37,tender,tender,1,2024-11-28,2023_PWD_34395_37,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_98 Construction of Nogahat Lakily Garkhukh Lahdoigarh Connecting Road (L 2.18 KM) under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,94,78,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"19,477,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_39,tender,tender,1,2024-11-28,2023_PWD_34395_39,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_100 Construction of 2 No. Sumdar Borbam LP School Road (Length 2.000 KM) under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,62,41,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"15,916,180",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_4,tender,tender,1,2024-11-28,2023_PWD_34395_4,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_107 Construction of Sukapha Path (Ch. 0.00m to Ch. 2080.00m) under RIDF-XXIX of NABARD for the year 2023-24.,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,62,41,000",04-Dec-2023 06:00 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"16,239,921",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_40,tender,tender,1,2024-11-28,2023_PWD_34395_40,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_30 Conustruction of road from NH-27 to Potiapam under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,70,28,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"27,024,905",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_42,tender,tender,1,2024-11-28,2023_PWD_34395_42,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_32 Construction of Road from Rangolu Sutargaon to Pukhuribasti from Ch. 0.00 m to Ch. 2600.00 m under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,21,00,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"22,094,495",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_44,tender,tender,1,2024-11-28,2023_PWD_34395_44,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_34 Contruction of Road from Puthimari to Puthimari-1 Length 4km under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"3,12,60,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"28,134,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_47,tender,tender,1,2024-11-28,2023_PWD_34395_47,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_66 Construction of Missamari Godhoria PMGSY to Baligaon PWD Road via Mayong Gaon Road under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,04,40,000",08-Dec-2023 05:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"20,435,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_48,tender,tender,1,2024-11-28,2023_PWD_34395_48,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_67 Construction of Gorbasti to Naya Ghogra Bagan Road under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,17,21,000",09-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"21,720,763",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_49,tender,tender,1,2024-11-28,2023_PWD_34395_49,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_69 Construction of Road from NH 37 to Fetagaon via Fetabosti from Ch. 0.00m to 2500.00m under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,88,31,000",09-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"18,748,700",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_51,tender,tender,1,2024-11-28,2023_PWD_34395_51,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_81 Construction of Road from Nagda Centre to Bejgaon Goan Via Ganeshpur, Joypur, Camp Chariali (L 5000.00 M) under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"4,98,52,000",09-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"44,866,800",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_56,tender,tender,1,2024-11-28,2023_PWD_34395_56,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_92 Construction of Road from Moromi Center to Pulisumani Adarsha Vilage connecting Road under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,64,62,000",09-Dec-2023 04:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"14,815,800",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_57,tender,tender,1,2024-11-28,2023_PWD_34395_57,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_118 Construction of Deopani Rongagora road (from Ch. 0.00km to Ch. 5.00km), L 5.00km under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"3,12,45,000",09-Dec-2023 04:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"28,120,500",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_6,tender,tender,1,2024-11-28,2023_PWD_34395_6,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_120 Construction of NH-15 to Ubon Brali Road in the state of Assam Under RIDF-XXIX of NABARD For The Year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,59,32,000",06-Dec-2023 02:00 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"15,852,308",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_60,tender,tender,1,2024-11-28,2023_PWD_34395_60,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_129 Construction of Seuni Ali to Jamuguri Samuguri Road from Ch. 0.00m to Ch. 2595.00m (L 2.595Km), under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"2,33,23,500",09-Dec-2023 04:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"23,323,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_62,tender,tender,1,2024-11-28,2023_PWD_34395_62,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_01 Construction of Road From Bhitor Chabua Hatigarh TE to Chabua TE Factory Ch 0.00 M to Ch 2500.00 M under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,35,69,000",09-Dec-2023 04:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"23,554,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_64,tender,tender,1,2024-11-28,2023_PWD_34395_64,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_03 Construction of Road From Guia Khati par ghat to Sesa Nepali Connecting Road Ch 0.00 M to Ch 3100.00 M under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,55,76,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"25,566,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_65,tender,tender,1,2024-11-28,2023_PWD_34395_65,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_04 Construction of Jutlibatri TE gate Road from Ch 0.00 M to Ch 3000.00 M under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,46,52,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"24,642,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_67,tender,tender,1,2024-11-28,2023_PWD_34395_67,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_06 Construction of road from Chalakathar to Four Lane at Balijan via Ram Bey village, Samuel Lagun village (from Ch. 0.00 M to 5000.00 M) under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"4,57,86,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"45,760,124",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_68,tender,tender,1,2024-11-28,2023_PWD_34395_68,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_18 Construction of Road from Purabil Simoluguri to Lakhimpur Polytechnic via Bilotia Gaon (from Ch.0.00m to Ch.2500.00m. L-2.500 KM) under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,98,03,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"17,822,700",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_69,tender,tender,1,2024-11-28,2023_PWD_34395_69,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_19 Conustruction of No 1 Nimuri ME school to No 4 Nimuri village Road via Punipukhuri village from Ch.0 m to 3380m Lenth 3.38 km under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,70,35,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"24,331,500",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_7,tender,tender,1,2024-11-28,2023_PWD_34395_7,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_121 Construction of Bukapather Yubek Sangha Tiniali to Kartik Sonowal House Road In The State Of Assam under RIDF-XXIX of NABARD for the year 2023-24.,Works,Open Tender,Item Rate,Civil Works,,No,No,"1,79,07,000",06-Dec-2023 02:00 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"17,907,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_70,tender,tender,1,2024-11-28,2023_PWD_34395_70,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_20 Construction of Road from Amoguri to Kundoli Pakhuri via Pukhuri Paria (Ch.0.00m to 2500.00m, L 2.50 Km) under Under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"2,00,00,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"18,000,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_71,tender,tender,1,2024-11-28,2023_PWD_34395_71,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_21 Construction of Road from Bihpuria Pathalipahar Road to Bhogpur Gaon via No.1 Motia Homora (From Ch.0.00m to Ch.2840.00m, L 2.840 KM) under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"2,27,17,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"20,445,300",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_76,tender,tender,1,2024-11-28,2023_PWD_34395_76,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_35 Construction of road from Khaigarh to Dighaldori via Meteka under RIDF XXIX of NABARD for the year 2023-24,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,43,26,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"24,321,482",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_79,tender,tender,1,2024-11-28,2023_PWD_34395_79,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_38 Construction of Road from No 2 Betoni to Konwari Gaon Phulongoni Village (L-3.900 Km, from Ch 0.00m to Ch 3900.00 m) under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"3,41,87,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"34,186,966",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_8,tender,tender,1,2024-11-28,2023_PWD_34395_8,CEDEV/RIDFXXIX/405/2023-24/01,RIDF_XXIX_23_24_122 Conustruction of Dhola Hahkhati To Puwalipather Road Via Lambeswar Moran House To Banuwa Gaon Tiniali Connecting Road In The State Of Assam under RIDF-XXIX of NABARD for the year 2023-24.,Works,Open Tender,Item Rate,Civil Works,,No,No,"2,40,03,000",06-Dec-2023 03:00 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"24,003,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_80,tender,tender,1,2024-11-28,2023_PWD_34395_80,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_39 Construction of Road from Borpathar Chari All to Namrup Tingkhong Road (Itabhata Tiniali) via Kathaloni TE and Janghal Basti (L 4.250 Km, from Ch 0.00m to Ch 4250.00 m) under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"3,84,70,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"38,470,000",,Public Works Roads Department,2023-2024
ocds-f5kvwu-2023_PWD_34395_81,tender,tender,1,2024-11-28,2023_PWD_34395_81,CEDEV/RIDFXXIX/405/2023-24/01,"RIDF_XXIX_23_24_58 Construction of road from Hasrawbari to Barigara Village road (Length-3.80 Km) in Chirang District, Assam under RIDF XXIX of NABARD for the year 2023-24",Works,Open Tender,Item Rate,Civil Works,,No,No,"3,38,54,000",11-Dec-2023 12:30 PM,180,No,Online,,,1,26-Dec-2023 02:00 PM,assessment,Price Bid Opening Date,,"30,468,600",,Public Works Roads Department,2023-2024
